Restaurant ,Category,Item_Name ,Item_Description,Calories,Carbs,Fat,Protein,Fiber,TransFat,Sodium,Sugar
Ruby Tuesday,Entrees,Chicken & Mushroom Alfredo,"Chicken & Mushroom Alfredo, Pasta Classics",1196,87,64,70,9,0,2989,0
Chili's,Entrees,Monterey Chicken,"Monterey Chicken, Chicken & Seafood",900,56,46,70,9,0,3430,0
Applebee's,Entrees,Three-Cheese Chicken Penne,"Three-Cheese Chicken Penne, Pasta, As Served",1300,124,59,70,8,1.5,3160,0
Applebee's,Appetizers & Sides,"Boneless Wings, Southern BBQ","Boneless Wings, Southern BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",1110,83,55,70,8,0.5,2780,0
Applebee's,Appetizers & Sides,"Boneless Wings, Classic Buffalo","Boneless Wings, Classic Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",1170,66,69,70,8,1,3780,0
Olive Garden,Entrees,Grilled Pork Veneto,Grilled Pork Veneto,980,52,54,70,7,0,2080,0
Olive Garden,Entrees,Stuffed Chicken di Mare,"Stuffed Chicken di Mare, Specials; Choice of: Featured Sides",860,37,48,70,7,0,3250,0
Ruby Tuesday,Entrees,Petite Sirloin & Lobster Mac 'n Cheese,"Petite Sirloin & Lobster Mac 'n Cheese, Steakhouse Steaks",803,37,47,70,2,0,1989,0
LongHorn Steakhouse,Entrees,"Rancher's Sirloin, 8 oz","Rancher's Sirloin, Legendary Steaks, Lunch or Dinner, 8 oz",510,2,25,70,0,0.5,1060,0
O'Charley's,Entrees,"Grilled Top Sirloin, 12 oz","Grilled Top Sirloin, 12 oz",590,1,33,70,0,2.5,2380,0
Denny's,Entrees,Spicy Cowboy Chopped Steak,"Spicy Cowboy Chopped Steak, Value Menu",1460,104,86,69,6,3,2830,43
IHOP,Entrees,Sirloin Tips & Eggs,"Sirloin Tips & Eggs, Breakfast Combinations",1320,99,73,69,8,1.5,3030,25
IHOP,Entrees,Big Steak Omelette,"Big Steak Omelette w/out Sides, Hearty Omelettes",1210,52,81,69,8,1.5,2380,10
California Pizza Kitchen,Pizza,The Meat Cravers Pizza on Crispy Thin Crust,The Meat Cravers Pizza on Crispy Thin Crust,1320,105,69,69,6,0,4011,10
IHOP,Entrees,Chicken Fajita Quesadilla,"Chicken Fajita Quesadilla, Appetizers",1050,66,56,69,5,1,2460,7
Ruby Tuesday,Entrees,Chicken & Broccoli Pasta,"Chicken & Broccoli Pasta, Pasta Classics",1476,93,92,69,7,0,2810,0
Romano's Macaroni Grill,Pizza,Roasted Chicken & Arugula Flatbread,Roasted Chicken & Arugula Flatbread,1060,83,50,69,6,0,1930,0
Applebee's,Sandwiches,Honey BBQ Chicken Sandwich,Honey BBQ Chicken Sandwich w/out Sides,1010,88,43,69,4,0.5,2680,0
Applebee's,Entrees,Double-Glazed Baby Back Ribs w/ Sides,Double-Glazed Baby Back Ribs w/ Sides,1450,130,73,69,0,0,3680,0
LongHorn Steakhouse,Entrees,"Parmesan Crusted Chicken, Lunch","Parmesan Crusted Chicken, Beyond Steaks, Lunch Entree",690,13,41,69,0,0,1980,0
IHOP,Salads,Crispy Chicken Salad w/ Grilled Chicken,Crispy Chicken Salad w/ Grilled Chicken,1340,58,93,68,8,0.5,2470,31
California Pizza Kitchen,Entrees,Kung Pao Spaghetti w/ Chicken & Shrimp,Kung Pao Spaghetti w/ Chicken & Shrimp,1070,116,39,68,8,0,1752,12
Denny's,Entrees,Prime Rib & Chicken Sizzlin' Skillet,"Prime Rib & Chicken Sizzlin' Skillet, Dinner",930,65,43,68,7,0,2340,11
IHOP,Sandwiches,Ham & Egg Melt,"Ham & Egg Melt w/out Sides, Soup or Salad",1090,80,56,68,3,1,2450,6
Culver's,Burgers,"Cheddar ButterBurger w/ Bacon, Triple","Cheddar ButterBurger w/ Bacon, Triple",981,31,63,68,1,2,1355,4
Olive Garden,Entrees,"Lasagna Classico, Dinner","Lasagna Classico, Dinner",850,39,47,68,19,0,2830,0
Chili's,Entrees,Bacon Ranch Steak Quesadilla,Bacon Ranch Steak Quesadilla,1440,71,99,68,4,0,3260,0
Red Lobster,Entrees,"Crab Linguini Alfredo, Full Portion","Crab Linguini Alfredo, Lobster & Crab or Lunch Classics, Full Portion",1350,103,74,68,0,0,2800,0
LongHorn Steakhouse,Sandwiches,Shaved Prime Rib Sandwich,"Shaved Prime Rib Sandwich, Steakhouse Sandwiches",910,46,50,68,0,2.5,1620,0
Red Lobster,Entrees,Seaport Lobster & Shrimp,"Seaport Lobster & Shrimp, Menu Special, Entree",610,43,18,68,0,0,4180,0
Red Lobster,Entrees,Honey BBQ Shrimp & Chicken,"Honey BBQ Shrimp & Chicken, Lunch & Dinner",690,38,30,68,0,0,2770,0
Applebee's,Entrees,Steak & Grilled Shrimp Combo,Steak & Grilled Shrimp Combo w/out Sides,510,2,25,68,0,0.5,3110,0
Outback Steakhouse,Entrees,"Herb Roasted Prime Rib, 8 oz","Herb Roasted Prime Rib, 8 oz, Signature Steaks",420,1,14,68,0,0,1081,0
O'Charley's,Entrees,Chicken Tenders w/ Naked Twisted Chips,Chicken Tenders w/ Naked Twisted Chips w/out Sauces,1572,133,93,67,11,2,4071,12
IHOP,Entrees,Pork Chops & Eggs,"Pork Chops & Eggs, Breakfast Combinations",1070,81,53,67,6,1,2340,10
California Pizza Kitchen,Entrees,Jambalaya Fettuccine,Jambalaya Fettuccine,1270,106,65,67,8,0,2170,8
Sonic,Burgers,SuperSonic Bacon Double Cheeseburger w/ Mayonnaise,SuperSonic Bacon Double Cheeseburger w/ Mayonnaise,1280,44,92,67,2,3.5,1630,7
IHOP,Entrees,Top Sirloin Steak,"Top Sirloin Steak w/out Sides, Hearty Dinner Favorites",800,49,37,67,9,1,2020,6
Jason's Deli,Sandwiches,Reuben The Great,"Reuben The Great, Made Famous Here",740,43,30,67,7,0,1880,5
Bojangles,Entrees,3 Piece Dinner w/ Leg & 2 Thighs,3 Piece Dinner w/ Leg & 2 Thighs; Choice of: 1 or 2 Fixin's & Biscuit,1470,86,95,67,4,0,4241,4
Applebee's,Entrees,"Sizzling Skillet Fajitas, Shrimp, w/ Sides","Sizzling Skillet Fajitas, Shrimp, w/ Sides, Sizzling Entrees",1300,148,48,67,11,1,6250,0
Applebee's,Entrees,Chicken Broccoli Pasta Alfredo,"Chicken Broccoli Pasta Alfredo, Pasta, As Served",1190,108,56,67,9,1.5,2640,0
Applebee's,Entrees,Applebee's Riblets Basket w/ Sides,Applebee's Riblets Basket w/ Sides,1180,109,55,67,6,0,3330,0
TGI Friday's,Entrees,Jack Daniel's Black Angus Rib-Eye,Jack Daniel's Black Angus Rib-Eye; Choice of Adding: Sides,960,102,31,67,1,0,4380,0
Red Lobster,Entrees,Parmesan-Crusted Chicken Alfredo,"Parmesan-Crusted Chicken Alfredo, Lunch & Dinner",1170,76,67,67,0,0,2920,0
Jimmy John's,Sandwiches,JJ Gargantuan Sandwich,The J.J. Gargantuan Sandwich,988.14,53.85,54.33,66.48,1.21,0,2892.82,0
O'Charley's,Entrees,Cajun Chicken Pasta,Cajun Chicken Pasta,1730,131,106,66,11,2,4150,28
Outback Steakhouse,Entrees,Ribs & Chicken on the Barbie,Ribs & Chicken on the Barbie,554,13,28,66,0,0,877,9
Whataburger,Burgers,"Whataburger, Triple Meat","Whataburger, Triple Meat",1130,61,70,66,5,1,2020,8
IHOP,Entrees,Hearty Ham & Cheese Omelette,"Hearty Ham & Cheese Omelette w/out Sides, Hearty Omelette",910,18,64,66,2,1,2460,8
California Pizza Kitchen,Pizza,Sicilian Pizza on Crispy Thin Crust,Sicilian Pizza on Crispy Thin Crust,1290,100,70,66,5,0,3244,7
California Pizza Kitchen,Entrees,Pesto Cream Penne w/ Chicken & Shrimp,Pesto Cream Penne w/ Chicken & Shrimp,1620,92,105,66,5,0,1388,6
Culver's,Burgers,"Wisconsin Swiss Melt, Triple","Wisconsin Swiss Melt, Burgers, Triple",828,37,48,66,2,2,836,4
Culver's,Entrees,"Cod Filet, Breaded, Fried, for 3 Piece Meal","Cod Filet, Breaded, Fried, w/out Sides, for 3 Piece North Atlantic Cod Filet Meal",870,36,54,66,3,1.5,1350,3
Chili's,Entrees,Chicken Club Quesadilla,Chicken Club Quesadilla,1310,61,92,66,9,0,3070,0
Applebee's,Burgers,Bourbon Black & Bleu Burger,"Bourbon Black & Bleu Burger w/out Fries, Freshburgers",1310,59,90,66,9,2,2630,0
Chili's,Appetizers & Sides,"Classic Nachos, Chicken, 8 Nachos","Classic Nachos, Chicken, Appetizer, 8 Nachos",980,39,64,66,6,0,2300,0
LongHorn Steakhouse,Sandwiches,Roasted Sirloin Sandwich,"Roasted Sirloin Sandwich, Steakhouse Sandwiches",1050,63,60,66,0,1.5,1820,0
LongHorn Steakhouse,Entrees,"Fresh Chicken Tenders, Dinner","Fresh Chicken Tenders, Dinner Entree",730,33,37,66,0,0,1450,0
Ruby Tuesday,Entrees,New Orleans Seafood,"New Orleans Seafood, Premium Seafood, Feature Menu, Ruby Tuesday's Smart Eating Choices",365,2,19,66,0,0,472,0
California Pizza Kitchen,Pizza,Habanero Carnitas Pizza on Original Crust,Habanero Carnitas Pizza on Original Crust,1170,118,49,65,6,0,2210,19
O'Charley's,Entrees,Prime Rib Pasta,Prime Rib Pasta,1561,91,103,65,5,0,2675,12
Quiznos,Sandwiches,"Tuna Sandwich on Rosemary Parmesan, Large","Tuna Sandwich on Rosemary Parmesan, Large",1345,85,82,65,5,0.5,2260,12
Culver's,Burgers,"Mushroom & Swiss, Triple","Mushroom & Swiss, Triple",891,37,55,65,1,2,923,7
California Pizza Kitchen,Entrees,Garlic Cream Fettuccine w/ Chicken & Shrimp,Garlic Cream Fettuccine w/ Chicken & Shrimp,1550,91,98,65,4,0,1501,4
O'Charley's,Salads,"Southern Fried Chicken Salad, Half","Southern Fried Chicken Salad w/out Dressing, Half",932,66,47,65,6,0,3185,3
Romano's Macaroni Grill,Entrees,Mom's Ricotta Meatballs & Spaghetti w/ Bolognese,"Mom's Ricotta Meatballs & Spaghetti w/ Bolognese, Italian Classics",1190,95,70,65,10,1.5,3310,0
Applebee's,Entrees,Southwest Shrimp Fettuccine,"Southwest Shrimp Fettuccine, Pasta, As Served",1050,100,45,65,9,1,4710,0
Applebee's,Entrees,Blackened Chicken Penne,"Blackened Chicken Penne, Pasta, As Served",1150,111,51,65,8,1,3230,0
Ruby Tuesday,Sandwiches,Avocado Grilled Chicken Sandwich,"Avocado Grilled Chicken Sandwich, Fresh Handcrafted Burgers",831,56,39,65,5,0,1088,0
Red Lobster,Entrees,Rockzilla,"Rockzilla, Lobster & Crab, Lunch & Dinner",280,2,2,65,0,0,890,0
Applebee's,Entrees,12 oz New York Strip,12 oz New York Strip w/out Sides,480,1,24,65,0,1.5,1120,0
Bob Evans,Entrees,Chicken Parmesan w/ Meat Sauce,Chicken Parmesan w/ Meat Sauce,1143,100,53,64,6,1,2686,20
Quiznos,Sandwiches,"Tuna Sandwich on Wheat, Large","Tuna Sandwich on Wheat, Large",1335,88,82,64,6,0.5,2340,17
Quiznos,Sandwiches,"Tuna Sandwich on Garlic Focaccia, Large","Tuna Sandwich on Garlic Focaccia, Large",1375,94,83,64,5,0.5,2280,13
IHOP,Entrees,Bacon Temptation Omelette,"Bacon Temptation Omelette w/out Sides, Hearty Omelette",1020,17,78,64,3,1,2090,6
Jason's Deli,Sandwiches,Sergeant Pepper Sub,"Sergeant Pepper Sub, Made Famous Here",890,59,42,64,7,0,1970,5
Jason's Deli,Sandwiches,Pot Roast Melt,"Pot Roast Melt, Made Famous Here",720,43,32,64,1,0,1470,4
Zaxby's,Entrees,7 Chicken Fingers,7 Chicken Fingers,610,18,31,64,1,0,1770,1
Chili's,Sandwiches,Crispy Chicken Tacos,Crispy Chicken Tacos,1510,152,73,64,13,0,4100,0
Applebee's,Entrees,Crispy Orange Chicken w/ Sides,Crispy Orange Chicken w/ Sides,1520,208,49,64,12,0.5,2530,0
Romano's Macaroni Grill,Entrees,Chicken Milanese,"Chicken Milanese, Pollo",1570,91,107,64,7,0.5,1710,0
Applebee's,Entrees,Steak Quesadilla Towers,"Steak Quesadilla Towers, Appetizers, As Served",1310,86,79,64,6,2.5,4270,0
Applebee's,Entrees,Sizzling Chipotle Cream 7 oz Steak & Shrimp w/ Sides,"Sizzling Chipotle Cream 7 oz Steak & Shrimp w/ Side of Fired Red Potatoes, Black Bean Corn Salsa, Sliced Mushrooms, Roasted Red Peppers & Onions, Sizzling Entrees",780,40,41,64,6,1,4260,0
Applebee's,Entrees,Bourbon Street Chicken & Shrimp w/ Sides,"Bourbon Street Chicken & Shrimp w/ Sides, Sizzling Entrees",610,31,26,64,5,0,2600,0
Ruby Tuesday,Salads,Grilled Salmon Salad,"Grilled Salmon Salad, Garden Fresh Salads",782,38,43,64,4,0,1117,0
Olive Garden,Entrees,"Herb-Grilled Salmon, Dinner","Herb-Grilled Salmon, Dinner, Lighter Italian Fare, Gluten Free Selections",510,5,26,64,2,0,760,0
Red Lobster,Entrees,"Shrimp Linguini Alfredo, Full Portion","Shrimp Linguini Alfredo, Shrimp or Lunch Classics, Full Portion",1140,107,51,64,0,0,2940,0
TGI Friday's,Entrees,Rib-Eye,"Rib-Eye w/out Sides, Premium Black Angus Steaks",600,10,33,64,0,0,3680,0
LongHorn Steakhouse,Entrees,"Bacon Wrapped Filet, 9 oz","Bacon Wrapped Filet, Legendary Steaks, 9 oz",620,1,41,64,0,1.5,880,0
O'Charley's,Entrees,O'Charley's Overloaded Brunch Platter,O'Charley's Overloaded Brunch Platter,1514,98.51,93.38,63.41,3.7,3.85,2647,34.37
O'Charley's,Sandwiches,Southern Fried Chicken Sandwich,Southern Fried Chicken Sandwich,1321,88.45,80.49,63.18,5.87,2.82,3694,3.17
IHOP,Salads,Crispy Chicken Salad w/ Fried Chicken,Crispy Chicken Salad w/ Fried Chicken,1440,92,93,63,10,1,2140,31
IHOP,Salads,Chicken & Spinach Salad,Chicken & Spinach Salad,1530,71,111,63,8,2,2400,12
Sonic,Burgers,SuperSonic Double Cheeseburger w/ Ketchup,SuperSonic Double Cheeseburger w/ Ketchup,1130,47,76,63,2,3.5,1620,11
Outback Steakhouse,Entrees,No Rules Parmesan Pasta w/ Grilled Scallops,No Rules Parmesan Pasta w/ Grilled Scallops,1289,84,71,63,6,0,1900,9
Sonic,Burgers,SuperSonic Double Cheeseburger w/ Mayonnaise,SuperSonic Double Cheeseburger w/ Mayonnaise,1220,45,87,63,2,3.5,1520,8
Sonic,Burgers,SuperSonic Double Cheeseburger w/ Mustard,SuperSonic Double Cheeseburger w/ Mustard,1120,44,76,63,2,3.5,1550,8
Sonic,Burgers,SuperSonic Jalapeno Double Cheeseburger,SuperSonic Jalapeno Double Cheeseburger,1120,43,76,63,2,3.5,1690,7
Culver's,Burgers,"Sourdough Melt, Triple","Sourdough Melt, Burgers, Triple",858,34,50,63,0,2,941,1
Applebee's,Entrees,Southwest Steak Fettuccine,"Southwest Steak Fettuccine, Pasta, As Served",1110,104,51,63,10,1.5,5030,0
Chili's,Burgers,Jalapeno Smokehouse Burger w/ Ranch on Sesame Seed Bun w/ Fries,"Jalapeno Smokehouse Burger w/ Ranch on Sesame Seed Bun w/ Fries, Burgers",1670,123,104,63,9,0,4960,0
Chili's,Salads,Quesadilla Explosion Salad w/ Dressing,Quesadilla Explosion Salad w/ Dressing,1370,86,89,63,9,0,2800,0
Chili's,Burgers,Big Mouth Bites Burger w/ Ranch on Sesame Seed Bun w/ Fries,"Big Mouth Bites w/ Ranch on Sesame Seed Bun w/ Fries, Burgers",1800,136,111,63,8,0,4070,0
Chili's,Burgers,Southern Smokehouse Burger w/ Ancho Chile BBQ on Sesame Seed Bun w/ Fries,"Southern Smokehouse Burger w/ Ancho Chile BBQ on Sesame Seed Bun w/ Fries, Burgers",1600,128,93,63,8,0,4510,0
Olive Garden,Entrees,"Chicken Scampi, Dinner","Chicken Scampi, Dinner",1070,88,53,63,8,0,2220,0
Ruby Tuesday,Entrees,Parmesan Chicken Pasta,"Parmesan Chicken Pasta, Pasta Classics",1345,110,74,63,6,0,3481,0
Ruby Tuesday,Entrees,Steak & Eggs,"Steak & Eggs, Brunch Menu",1000,9,35,63,2,0,1256,0
Red Lobster,Entrees,Seaside Shrimp Trio,"Seaside Shrimp Trio, Signature Combinations, Lunch & Dinner or Menu Special, Entree",990,74,50,63,0,0,3630,0
Red Lobster,Entrees,1 1/4 lb Live Maine Lobster w/ Stuffing,"1 1/4 lb Live Maine Lobster w/ Stuffing, Lobster & Crab, Lunch & Dinner",620,49,19,63,0,0,1630,0
Red Lobster,Entrees,Blue Cheese Sirloin,"Blue Cheese Sirloin, Lunch & Dinner",780,39,41,63,0,0,2310,0
LongHorn Steakhouse,Entrees,"Grilled Chicken & Stuffed Portabella, Dinner","Grilled Chicken & Stuffed Portabella, Dinner Entree",530,8,27,63,0,0,1250,0
O'Charley's,Burgers,Better Cheddar Bacon Burger,Better Cheddar Bacon Burger,1305,50.2,93.48,62.33,3.07,5.78,2893,10.21
Quiznos,Sandwiches,"Steakhouse Beef Dip on Garlic Focaccia, Large","Steakhouse Beef Dip on Garlic Focaccia w/out Dressing, Large",820,99,19,62,4,1,2645,8
Outback Steakhouse,Entrees,Sirloin 9 oz & Coconut Shrimp,Sirloin 9 oz & Coconut Shrimp,589,20,30,62,0,1.6,742,8
Culver's,Burgers,"Cheddar ButterBurger, Triple","Cheddar ButterBurger, Triple",861,31,52,62,1,2,920,4
Dominos,Toppings & Ingredients,"Cheese, for Cheese Only Hand Tossed Extra Large Pizzas","Cheese, for Cheese Only Hand Tossed & Thin Crust Extra Large Pizzas",1010,21,76,62,4,2.5,3370,3
Dominos,Toppings & Ingredients,"Extra Cheese, for Hand Tossed Extra Large Pizzas w/ Toppings","Extra Cheese, for Hand Tossed & Thin Crust Extra Large Pizzas w/ Toppings",1010,21,76,62,4,2.5,3370,3
O'Charley's,Entrees,Hand Battered Fish n' Chips,Hand Battered Fish n' Chips,1190,43,85,62,3,1,2070,3
Dominos,Toppings & Ingredients,"Extra Cheese or Cheese Only, for Entire Brooklyn Style Pizza, Extra Large","Extra Cheese or Cheese Only, for Entire Brooklyn Style Pizza, Extra Large",1030,12,81,62,2,3,2930,3
O'Charley's,Entrees,Steak & Panko-Crusted Shrimp,"Steak & Panko-Crusted Shrimp, Classic Combos",810,39,44,62,2,1.5,2240,2
Applebee's,Salads,"Grilled Shrimp 'n Spinach Salad w/ Dressing, Regular","Grilled Shrimp 'n Spinach Salad w/ Dressing, Regular",1060,66,67,62,12,0,4030,0
Chili's,Entrees,Original Chicken Crispers w/ Honey Mustard,Original Chicken Crispers w/ Honey Mustard,1400,145,63,62,11,0,3970,0
Applebee's,Entrees,Riblet & Chicken Tenders Basket w/ Sides,Riblet & Chicken Tenders Basket w/ Sides,1380,120,74,62,7,1,3450,0
Olive Garden,Entrees,Stuffed Chicken Florentine,"Stuffed Chicken Florentine, Specials; Choice of: Featured Sides",950,37,62,62,7,0,2200,0
Romano's Macaroni Grill,Entrees,Carbonara,"Carbonara, Pasta",1260,101,68,62,4,1,3690,0
Applebee's,Entrees,Trios Chicken Quesadilla Grande,"Trios Chicken Quesadilla Grande, Ultimate Trios",670,44,39,62,4,0.5,2080,0
Applebee's,Sandwiches,"Chicken Fajita Rollup, Pick 'n Pair & Lunch Combos","Chicken Fajita Rollup, Pick 'n Pair & Lunch Combos",660,43,38,62,4,1,2010,0
Applebee's,Sandwiches,Bacon Cheese Chicken Grill,Bacon Cheese Chicken Grill w/out Sides,760,51,34,62,3,0.5,1870,0
Applebee's,Appetizers & Sides,"Classic Wings, Sweet & Spicy Sauce","Classic Wings, Sweet & Spicy Sauce, w/out Dipping Sauce, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",690,32,35,62,2,0,1670,0
TGI Friday's,Entrees,Jack Daniel's Chicken,Jack Daniel's Chicken; Choice of Adding: Sides,620,79,8,62,1,0,3120,0
Chili's,Appetizers & Sides,Wings over Buffalo w/ Bleu Cheese,"Wings over Buffalo w/ Bleu Cheese, Appetizer",850,6,64,62,1,0,2770,0
O'Charley's,Entrees,Chicken Tenders w/ Chipotle BBQ Sauce,"Chicken Tenders w/ Chipotle BBQ Sauce, Appetizer",1038,119,37,61,5,1,4234,39
Quiznos,Sandwiches,"Honey Bourbon Chicken Sandwich w/ Dressing, Large","Honey Bourbon Chicken Sandwich w/ Dressing; Choice of: Italian White, Artisan Wheat, Rosemary Parmesan or Roasted Garlic Focaccia Bread, Large",860,122,15,61,6,0,2300,30
California Pizza Kitchen,Pizza,Jamaican Jerk Chicken Pizza on Crispy Thin Crust,Jamaican Jerk Chicken Pizza on Crispy Thin Crust,1070,130,33,61,8,0,3439,27
Quiznos,Sandwiches,"Turkey, Ranch & Double Swiss Sub w/ Cheese & Dressing, Large","Turkey, Ranch & Double Swiss Sub w/ Cheese & Dressing; Choice of: Italian White, Artisan Wheat, Rosemary Parmesan or Roasted Garlic Focaccia Bread, Large",1280,130,58,61,23,1,2770,13
IHOP,Entrees,Country/Chicken Fried Steak & Eggs w/ Sausage Gravy,"Country/Chicken Fried Steak & Eggs w/ Sausage Gravy, Breakfast Combinations",1650,145,92,61,11,2,4030,13
Denny's,Burgers,Macho Nacho Burger,Macho Nacho Burger,1020,68,55,61,4,3,2170,13
California Pizza Kitchen,Entrees,Tomato Basil Spaghettini w/ Grilled Chicken Breast,Tomato Basil Spaghettini w/ Grilled Chicken Breast,1260,125,58,61,9,0,1853,12
Quiznos,Sandwiches,"Tuna Sandwich on Italian White, Large","Tuna Sandwich on Italian White, Large",1335,87,82,61,5,0.5,2300,11
Quiznos,Sandwiches,"Double Cheese Prime Rib on Rosemary Parmesan, Large","Double Cheese Prime Rib on Rosemary Parmesan, Large",1020,90,45.5,61,3,0.5,2720,9
Culver's,Burgers,"The Culver's Bacon Deluxe, Triple","The Culver's Bacon Deluxe Burger, Triple",991,36,67,61,1,2,1831,8
California Pizza Kitchen,Entrees,Asparagus & Spinach Spaghettini w/ Shrimp,Asparagus & Spinach Spaghettini w/ Shrimp,1220,119,56,61,9,0,1371,6
Outback Steakhouse,Entrees,No Rules Parmesan Pasta w/ Grilled Shrimp & Grilled Scallops,No Rules Parmesan Pasta w/ Grilled Shrimp & Grilled Scallops,1280,82,71,61,6,0,1864,6
Culver's,Burgers,"Three Cheese ButterBurger, Triple","Three Cheese ButterBurger, Triple",831,33,50,61,1,2,1045,6
Steak 'N Shake,Soup,"Chili Deluxe, Bowl","Chili Deluxe, Bowl",1220,81,74,61,20,1.5,2560,5
Del Taco,Sandwiches,"Beef Burrito, Macho","Beef Burrito, Macho",1010,82,44,61,6,0,2140,5
IHOP,Entrees,Savory Pork Chops,"Savory Pork Chops w/out Sides, Hearty Dinner Favorites",620,42,23,61,7,0,1360,4
O'Charley's,Entrees,Chicken Tenders w/ Buffalo Sauce,Chicken Tenders w/ Buffalo Sauce,1200,82,72,61,5,1,5650,4
O'Charley's,Entrees,Panko-Crusted Shrimp & Hand Battered Cod,"Panko-Crusted Shrimp & Hand Battered Cod, Classic Combos",1070,66,62,61,3,1,2640,4
Jason's Deli,Sandwiches,Beefeater Sub,"Beefeater Sub, Made Famous Here",770,42,37,61,1,0,1960,3
IHOP,Entrees,Loco Moco,"Loco Moco, Breakfast Combinations",1190,108,56,61,1,1.5,1070,2
Olive Garden,Pizza,Chicken Alfredo Pizza,Chicken Alfredo Pizza,1310,164,46,61,13,0,3200,0
Romano's Macaroni Grill,Entrees,Chicken Scaloppine,"Chicken Scaloppine, Pollo",1180,55,81,61,8,0,1420,0
Chili's,Appetizers & Sides,"Classic Nachos, Beef, 8 Nachos","Classic Nachos, Beef, Appetizer, 8 Nachos",970,42,63,61,6,0,2050,0
Applebee's,Appetizers & Sides,"Classic Wings, Honey BBQ","Classic Wings, Honey BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",790,59,35,61,3,0,1340,0
Applebee's,Appetizers & Sides,"Classic Wings, Hot Buffalo","Classic Wings, Hot Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",720,9,49,61,3,0.5,2170,0
Applebee's,Appetizers & Sides,"Classic Wings, Southern BBQ","Classic Wings, Southern BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",660,25,35,61,2,0,1060,0
Applebee's,Appetizers & Sides,"Classic Wings, Classic Buffalo","Classic Wings, Classic Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",710,8,49,61,2,0.5,2060,0
LongHorn Steakhouse,Entrees,"Renegade Sirloin, Dinner, 8 oz","Renegade Sirloin, Flavorful Under 500, Dinner, 8oz",470,27,13,61,0,1,1070,0
Red Lobster,Salads,RL Cobb Salad w/ Salmon,"RL Cobb Salad w/ Salmon, Soups & Salads, Lunch & Dinner",540,13,28,61,0,0,820,0
LongHorn Steakhouse,Entrees,"Renegade Sirloin, Lunch","Renegade Sirloin, Flavorful Under 500, Lunch Entree, 8 oz",400,10,13,61,0,0,880,0
Ruby Tuesday,Entrees,Chef's Cut Sirloin,"Chef's Cut Sirloin, Steakhouse Steaks",440,9,23,61,0,0,1007,0
Ruby Tuesday,Entrees,Rib Eye,"Rib Eye, Steakhouse Steaks",912,7,71,61,0,0,1040,0
LongHorn Steakhouse,Entrees,Sirloin & Redrock Grilled Shrimp,"Sirloin & Redrock Grilled Shrimp, Steak & Seafood Combinations",470,2,24,61,0,0.5,1650,0
O'Charley's,Entrees,5 Buffalo Chicken Tenders Appetizer,5 Buffalo Chicken Tenders Appetizer,1071,79.34,59.29,60.96,5.76,1.05,5301,2.24
O'Charley's,Entrees,5 Buffalo Chicken Tenders,5 Buffalo Chicken Tenders w/out Side,1061,76.61,59.59,60.41,4.67,1.05,5427,1.69
California Pizza Kitchen,Salads,"Caramelized Peach Salad w/ Grilled Chicken Breast, Full","Caramelized Peach Salad w/ Grilled Chicken Breast, Full",1190,79,68,60,12,0,1573,54
California Pizza Kitchen,Pizza,The Original BBQ Chicken Pizza w/ Nueske's Applewood Smoked Bacon on Original Crust,The Original BBQ Chicken Pizza w/ Nueske's Applewood Smoked Bacon on Original Crust,1160,135,42,60,6,0,2986,33
IHOP,Appetizers & Sides,Appetizer Sampler,"Appetizer Sampler, Appetizers",1780,162,99,60,12,1.5,3120,29
Quiznos,Sandwiches,"Black Angus Steak Sandwich on Rosemary Parmesan Bread, Large","Black Angus Steak Sandwich on Rosemary Parmesan Bread, Large",985,105,37,60,3,0,2900,26
